"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","17110","checkRunNodeZero","Surefire suite","Tue Aug 19 21:07:54 UTC 2025","failed","Tue Aug 19 21:08:11 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeZero"
