"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","17047","checkRunNodeZero","Surefire suite","Tue Aug 19 20:41:44 UTC 2025","failed","Tue Aug 19 20:42:01 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeZero"
