"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","16810","checkRunNodeZero","Surefire suite","Tue Aug 19 19:53:52 UTC 2025","failed","Tue Aug 19 19:54:09 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeZero"
